protocol,model,omics,drug_rep,n_pairs,n_train,n_test,mean_only_rmse,leak_test_cell_lines,leak_also_in_train,leak_test_rows_with_seen_cell_line_pct,leak_mean_train_rows_per_test_cell_line,base_test_rmse,base_test_mae,base_test_r2,base_test_pcc,base_test_scc,base_test_auc,base_test_f1,refined_test_rmse,refined_test_mae,refined_test_r2,refined_test_pcc,refined_test_scc,refined_test_auc,refined_test_f1,refinement_delta,refinement_pct,best_epoch,fit_seconds
grouped_by_cell_line,CrossAttention,GE+Proteomics,onehot,134764,93507,20216,2.709749937057495,80,0,0.0,0.0,1.244232416152954,0.9335572123527527,0.7882609730247202,0.8897254470334962,0.8480253045620819,0.9191389674560989,0.8423161308785653,1.2557313442230225,0.9341121912002563,0.7843291614594885,0.8898151628329594,0.8477285114480122,0.9187832344310807,0.8455924170616114,-0.01149892807006836,-0.9241784670441178,24,101.83855013200082
random_pairs,CrossAttention,GE+Proteomics,onehot,134764,107811,13477,2.7749102115631104,530,530,100.0,208.4078800920086,0.8971135020256042,0.6668497920036316,0.8954765863563268,0.9463702557410558,0.9193762955518078,0.9532120246364211,0.8829616673954234,0.8885456323623657,0.6583923697471619,0.8974635501677377,0.9473688074998575,0.9198144273310414,0.9532900796418924,0.8840663302090843,0.008567869663238525,0.9550485689818535,96,316.62032348999855
