model,omics,n_modalities,drug_rep,n_tokens,standardize_targets,n_pairs,n_attention_pairs,mean_only_rmse,val_rmse,val_mae,val_r2,val_pcc,val_scc,val_auc,val_f1,test_rmse,test_mae,test_r2,test_pcc,test_scc,test_auc,test_f1,params,best_epoch,fit_seconds
CrossAttention,GE+Proteomics,2,molecular_graph,1,True,111799,2,2.7689719200134277,1.2594902515411377,0.9537234306335449,0.807207917999708,0.9006317893290188,0.8615116375759034,0.9215261092265467,0.828897793194187,1.3331223726272583,0.9963735938072205,0.767188339430919,0.8801518914303588,0.8348758668696254,0.9118855432795839,0.8284253218127314,501377,23,159.0826223199997
