model,omics,drug_rep,mutation_edges,n_pairs,mean_only_rmse,train_drugs,test_drugs,drug_overlap,val_rmse,val_mae,val_r2,val_pcc,val_scc,val_auc,val_f1,test_rmse,test_mae,test_r2,test_pcc,test_scc,test_auc,test_f1,params,best_epoch,fit_seconds
GNN-GCN,GE+Mut_CNV+Proteomics,fingerprint,True,111799,2.5499656200408936,168,36,0,2.240678548812866,1.699466586112976,0.19590586655631592,0.5169393378462134,0.37642535960540785,0.6651346871122361,0.6135318324860809,2.0635979175567627,1.5990973711013794,0.33255127159829057,0.6279412054496983,0.49880139234967735,0.7262619898356575,0.680716039034904,2816257,3,127.76302971599944
