model,omics,drug_rep,mutation_edges,n_pairs,n_edge_types,mean_only_rmse,val_rmse,val_mae,val_r2,val_pcc,val_scc,val_auc,val_f1,test_rmse,test_mae,test_r2,test_pcc,test_scc,test_auc,test_f1,params,best_epoch,fit_seconds
HeteroIC50GNN,GE+Mut_CNV+Proteomics,fingerprint,True,111799,5,2.7689719200134277,1.2846029996871948,0.9738588929176331,0.799443134481293,0.8945770651270227,0.8525464643334407,0.9163494243400698,0.8347506320386118,1.3301496505737305,0.989910900592804,0.7682254506338653,0.8805107463800842,0.8381988810027708,0.91288215802174,0.8366185851387852,2815489,19,114.36050444399916
